female,black,hispanic,bytest,dadcoll,momcoll,ownhome,urban,cue80,stwmfg80,dist,tuition,yrsed,incomehi
1.0,0.0,0.0,57.71,0.0,0.0,1.0,0.0,7.2,8.85,0.1,0.84988,16.0,0.0
1.0,0.0,0.0,59.36,1.0,1.0,1.0,0.0,7.2,8.85,0.1,0.84988,16.0,1.0
1.0,0.0,0.0,50.93,0.0,0.0,1.0,0.0,7.7,7.04,0.5,0.903,13.0,0.0
0.0,0.0,0.0,59.56,1.0,0.0,1.0,0.0,7.7,7.04,0.5,0.903,14.0,1.0
0.0,0.0,0.0,58.46,1.0,1.0,1.0,0.0,7.7,7.04,0.5,0.903,13.0,0.0
1.0,0.0,0.0,55.7,0.0,0.0,0.0,0.0,7.7,7.04,0.5,0.903,16.0,0.0
0.0,0.0,0.0,60.81,0.0,0.0,1.0,0.0,7.7,7.04,0.5,0.903,15.0,0.0
1.0,1.0,0.0,40.6,0.0,0.0,1.0,0.0,5.4,8.85,0.9,0.84988,12.0,0.0
1.0,0.0,0.0,49.99,0.0,0.0,1.0,0.0,5.4,8.85,0.9,0.84988,12.0,0.0
0.0,0.0,0.0,59.69,0.0,0.0,1.0,1.0,5.1,8.85,0.5,0.84988,15.0,0.0
0.0,0.0,0.0,60.33,0.0,0.0,1.0,1.0,5.1,8.85,0.5,0.84988,16.0,0.0
1.0,0.0,0.0,60.14,1.0,0.0,1.0,1.0,5.1,8.85,0.5,0.84988,12.0,1.0
1.0,0.0,0.0,68.58,1.0,1.0,1.0,1.0,5.1,8.85,0.5,0.84988,16.0,1.0
1.0,0.0,0.0,42.61,0.0,0.0,1.0,1.0,5.1,8.85,0.5,0.84988,12.0,0.0
0.0,0.0,0.0,58.66,1.0,0.0,1.0,1.0,5.1,8.85,0.5,0.84988,16.0,1.0
0.0,0.0,0.0,58.14,0.0,0.0,1.0,1.0,5.1,8.85,0.5,0.84988,14.0,0.0
1.0,0.0,0.0,58.95,0.0,0.0,1.0,1.0,5.1,8.85,0.5,0.84988,16.0,0.0
0.0,0.0,0.0,49.37,0.0,0.0,1.0,1.0,5.4,8.85,0.2,0.84988,17.0,0.0
1.0,0.0,0.0,47.25,0.0,1.0,0.0,1.0,5.4,8.85,0.2,0.84988,16.0,0.0
0.0,0.0,0.0,61.03,1.0,0.0,0.0,0.0,6.2,8.09,0.6,0.88915,14.0,1.0
0.0,0.0,0.0,54.35,0.0,0.0,0.0,0.0,6.2,8.09,0.6,0.88915,15.0,1.0
1.0,0.0,0.0,68.12,1.0,1.0,1.0,0.0,6.2,8.09,0.6,0.88915,15.0,1.0
0.0,0.0,0.0,70.1,1.0,0.0,1.0,0.0,6.2,8.09,0.6,0.88915,17.0,1.0
1.0,0.0,0.0,58.61,0.0,0.0,0.0,0.0,6.2,8.09,0.6,0.88915,15.0,0.0
1.0,0.0,0.0,48.57,0.0,0.0,1.0,0.0,6.2,8.09,0.6,0.88915,12.0,0.0
1.0,0.0,0.0,51.11,0.0,0.0,1.0,0.0,6.2,8.09,0.6,0.88915,12.0,0.0
1.0,0.0,0.0,39.41,0.0,0.0,1.0,0.0,6.2,8.09,0.6,0.88915,15.0,0.0
1.0,0.0,0.0,54.98,1.0,0.0,1.0,0.0,7.2,7.04,0.1,0.903,16.0,1.0
1.0,1.0,0.0,41.59,1.0,1.0,0.0,0.0,7.2,7.04,0.1,0.903,12.0,0.0
1.0,0.0,0.0,55.32,0.0,0.0,1.0,0.0,7.2,7.04,0.1,0.903,13.0,0.0
0.0,0.0,1.0,42.23,0.0,0.0,1.0,0.0,7.2,7.04,0.1,0.903,12.0,0.0
1.0,0.0,0.0,62.0,0.0,0.0,1.0,0.0,7.2,7.04,0.1,0.903,16.0,0.0
0.0,0.0,1.0,49.65,0.0,0.0,0.0,0.0,7.2,7.04,0.1,0.903,15.0,0.0
1.0,0.0,0.0,44.96,0.0,0.0,1.0,0.0,7.2,7.04,0.1,0.903,12.0,0.0
1.0,0.0,0.0,37.31,0.0,0.0,1.0,0.0,7.2,7.04,0.1,0.903,12.0,0.0
0.0,0.0,0.0,39.87,0.0,0.0,1.0,0.0,7.2,7.04,0.1,0.903,12.0,0.0
1.0,0.0,0.0,56.44,0.0,0.0,1.0,0.0,5.4,8.85,0.1,0.84988,16.0,0.0
0.0,1.0,0.0,42.65,0.0,0.0,1.0,0.0,5.4,8.85,0.1,0.84988,12.0,0.0
1.0,0.0,0.0,60.05,1.0,1.0,1.0,0.0,5.4,8.85,0.1,0.84988,15.0,1.0
1.0,0.0,0.0,38.32,0.0,0.0,0.0,0.0,5.4,8.85,0.1,0.84988,12.0,0.0
1.0,0.0,0.0,65.87,1.0,0.0,1.0,0.0,5.4,8.85,0.1,0.84988,15.0,1.0
0.0,0.0,0.0,44.65,0.0,0.0,1.0,0.0,5.4,8.85,0.1,0.84988,13.0,0.0
0.0,0.0,0.0,57.74,0.0,0.0,1.0,0.0,5.5,8.09,1.5,0.88915,16.0,1.0
0.0,0.0,0.0,60.38,1.0,0.0,1.0,0.0,5.5,8.09,1.5,0.88915,12.0,1.0
0.0,0.0,0.0,62.77,0.0,0.0,0.0,0.0,5.5,8.09,1.5,0.88915,12.0,1.0
0.0,0.0,0.0,59.73,0.0,0.0,1.0,0.0,5.5,8.09,1.5,0.88915,16.0,0.0
1.0,0.0,0.0,57.06,1.0,0.0,1.0,0.0,5.5,8.09,1.5,0.88915,16.0,1.0
1.0,0.0,0.0,58.02,0.0,0.0,1.0,0.0,5.5,8.09,1.5,0.88915,15.0,0.0
1.0,0.0,0.0,54.74,0.0,0.0,1.0,0.0,5.5,8.09,1.5,0.88915,12.0,0.0
1.0,0.0,0.0,46.28,0.0,0.0,1.0,0.0,6.9,7.04,2.0,0.903,14.0,0.0
1.0,0.0,0.0,60.4,0.0,0.0,1.0,0.0,6.9,7.04,2.0,0.903,12.0,0.0
0.0,0.0,0.0,53.21,0.0,0.0,1.0,0.0,6.9,7.04,2.0,0.903,18.0,1.0
1.0,0.0,0.0,60.93,0.0,0.0,1.0,0.0,6.5,8.09,1.5,0.88915,14.0,0.0
1.0,0.0,0.0,48.44,0.0,0.0,1.0,0.0,6.5,8.09,1.5,0.88915,15.0,0.0
1.0,0.0,0.0,45.31,0.0,0.0,1.0,0.0,7.7,7.04,2.0,0.903,12.0,0.0
0.0,0.0,0.0,60.22,1.0,0.0,1.0,0.0,7.7,7.04,2.0,0.903,12.0,1.0
0.0,0.0,0.0,56.42,0.0,0.0,1.0,0.0,7.7,7.04,2.0,0.903,16.0,0.0
1.0,0.0,0.0,62.27,0.0,1.0,1.0,0.0,7.7,7.04,2.0,0.903,17.0,1.0
0.0,0.0,0.0,51.84,1.0,1.0,0.0,0.0,4.4,8.09,0.5,0.88915,18.0,1.0
1.0,0.0,0.0,57.55,0.0,0.0,1.0,0.0,4.4,8.09,0.5,0.88915,16.0,1.0
1.0,0.0,0.0,57.62,1.0,0.0,1.0,0.0,4.4,8.09,0.5,0.88915,12.0,1.0
0.0,0.0,0.0,57.5,0.0,1.0,1.0,0.0,4.4,8.09,0.5,0.88915,12.0,1.0
0.0,0.0,0.0,65.31,1.0,0.0,1.0,0.0,7.5,8.09,0.5,0.88915,16.0,0.0
0.0,0.0,0.0,50.62,1.0,0.0,1.0,0.0,7.5,8.09,0.5,0.88915,14.0,1.0
0.0,0.0,0.0,51.23,0.0,0.0,1.0,0.0,7.5,8.09,0.5,0.88915,15.0,0.0
1.0,0.0,0.0,53.55,0.0,0.0,0.0,0.0,7.5,8.09,0.5,0.88915,14.0,0.0
1.0,0.0,0.0,48.52,0.0,0.0,1.0,0.0,7.5,8.09,0.5,0.88915,12.0,0.0
1.0,0.0,0.0,43.41,0.0,0.0,1.0,0.0,7.5,8.09,0.5,0.88915,14.0,0.0
1.0,0.0,0.0,57.5,0.0,0.0,1.0,0.0,7.5,8.09,0.5,0.88915,14.0,0.0
1.0,0.0,0.0,51.32,0.0,0.0,1.0,0.0,5.9,7.09,1.2,1.3856801,15.0,0.0
1.0,0.0,0.0,36.37,0.0,0.0,0.0,0.0,5.9,7.09,1.2,1.3856801,12.0,0.0
1.0,0.0,0.0,43.8,0.0,0.0,1.0,0.0,5.9,7.09,1.2,1.3856801,12.0,0.0
1.0,0.0,0.0,45.14,0.0,0.0,1.0,0.0,5.9,7.09,1.2,1.3856801,12.0,1.0
1.0,0.0,0.0,63.26,0.0,0.0,1.0,0.0,5.9,7.09,1.2,1.3856801,16.0,0.0
1.0,0.0,0.0,51.32,1.0,1.0,1.0,0.0,5.9,7.09,1.2,1.3856801,17.0,0.0
0.0,0.0,0.0,44.23,0.0,0.0,1.0,0.0,5.9,7.09,1.2,1.3856801,12.0,0.0
1.0,0.0,0.0,42.93,0.0,0.0,1.0,0.0,5.3,8.09,0.1,0.88915,12.0,1.0
1.0,0.0,0.0,47.6,0.0,0.0,1.0,0.0,5.3,8.09,0.1,0.88915,12.0,0.0
0.0,0.0,0.0,56.47,1.0,0.0,1.0,0.0,5.3,8.09,0.1,0.88915,13.0,1.0
0.0,0.0,0.0,64.69,0.0,0.0,1.0,0.0,5.3,8.09,0.1,0.88915,16.0,0.0
1.0,0.0,0.0,62.35,1.0,1.0,1.0,0.0,5.3,8.09,0.1,0.88915,16.0,0.0
1.0,0.0,0.0,48.96,0.0,0.0,1.0,0.0,6.1,7.69,2.5,1.11201,12.0,0.0
1.0,0.0,0.0,40.28,0.0,0.0,1.0,0.0,6.1,7.69,2.5,1.11201,12.0,1.0
0.0,0.0,0.0,44.66,0.0,0.0,1.0,0.0,6.1,7.69,2.5,1.11201,12.0,0.0
0.0,0.0,0.0,65.46,0.0,0.0,0.0,0.0,6.1,7.69,2.5,1.11201,12.0,0.0
1.0,0.0,0.0,37.81,0.0,0.0,1.0,0.0,6.1,7.69,2.5,1.11201,12.0,0.0
0.0,0.0,0.0,66.95,1.0,1.0,1.0,0.0,6.1,7.69,2.5,1.11201,16.0,1.0
1.0,0.0,0.0,55.64,0.0,0.0,1.0,0.0,6.1,7.69,2.5,1.11201,16.0,1.0
1.0,0.0,0.0,51.28,0.0,1.0,1.0,0.0,6.5,8.09,3.5,0.88915,16.0,0.0
1.0,0.0,0.0,52.78,0.0,0.0,1.0,0.0,6.5,8.09,3.5,0.88915,14.0,0.0
1.0,0.0,0.0,64.6,0.0,0.0,1.0,0.0,6.5,8.09,3.5,0.88915,16.0,0.0
1.0,0.0,0.0,61.73,1.0,0.0,1.0,0.0,6.5,8.09,3.5,0.88915,16.0,0.0
0.0,1.0,0.0,50.81,0.0,1.0,1.0,0.0,5.4,8.09,1.9,0.88915,16.0,0.0
0.0,0.0,0.0,44.46,1.0,1.0,1.0,0.0,5.4,8.09,1.9,0.88915,12.0,1.0
1.0,0.0,0.0,41.58,0.0,0.0,1.0,0.0,13.5,7.69,5.0,1.11201,12.0,0.0
1.0,0.0,0.0,40.7,0.0,0.0,0.0,0.0,13.5,7.69,5.0,1.11201,12.0,0.0
1.0,0.0,0.0,39.63,0.0,0.0,1.0,0.0,13.5,7.69,5.0,1.11201,12.0,0.0
1.0,0.0,0.0,54.17,0.0,0.0,1.0,0.0,13.5,7.69,5.0,1.11201,12.0,0.0
0.0,0.0,1.0,38.95,0.0,0.0,1.0,0.0,13.5,7.69,5.0,1.11201,13.0,1.0
1.0,0.0,0.0,62.84,0.0,0.0,1.0,0.0,13.5,7.69,5.0,1.11201,15.0,0.0
0.0,0.0,0.0,64.48,0.0,0.0,0.0,0.0,8.7,8.85,1.5,0.84988,16.0,0.0
1.0,0.0,0.0,47.09,0.0,0.0,1.0,0.0,8.7,8.85,1.5,0.84988,12.0,1.0
1.0,0.0,0.0,50.95,0.0,0.0,1.0,0.0,8.7,8.85,1.5,0.84988,12.0,0.0
0.0,0.0,0.0,44.46,0.0,0.0,1.0,0.0,8.7,8.85,1.5,0.84988,12.0,1.0
1.0,0.0,0.0,58.89,0.0,1.0,0.0,0.0,8.7,8.85,1.5,0.84988,12.0,1.0
1.0,1.0,0.0,54.36,0.0,0.0,1.0,0.0,8.7,8.85,1.5,0.84988,16.0,0.0
1.0,0.0,0.0,45.29,0.0,0.0,1.0,0.0,8.7,8.85,1.5,0.84988,13.0,0.0
1.0,0.0,0.0,54.17,0.0,0.0,1.0,0.0,6.5,8.09,0.8,0.88915,15.0,0.0
0.0,0.0,0.0,52.74,1.0,0.0,1.0,0.0,6.5,8.09,0.8,0.88915,12.0,1.0
0.0,0.0,0.0,60.94,0.0,0.0,1.0,0.0,6.5,8.09,0.8,0.88915,12.0,0.0
0.0,0.0,0.0,40.18,0.0,0.0,1.0,0.0,6.5,8.09,0.8,0.88915,12.0,1.0
1.0,0.0,0.0,58.09,0.0,1.0,1.0,0.0,6.5,8.09,0.8,0.88915,12.0,0.0
0.0,0.0,0.0,54.26,0.0,0.0,1.0,0.0,6.5,8.09,0.8,0.88915,14.0,0.0
1.0,0.0,0.0,57.13,1.0,0.0,1.0,0.0,7.8,7.69,1.8,1.11201,16.0,1.0
1.0,0.0,0.0,64.98,0.0,0.0,1.0,0.0,7.8,7.69,1.8,1.11201,12.0,0.0
0.0,0.0,0.0,65.35,0.0,0.0,0.0,0.0,7.8,7.69,1.8,1.11201,14.0,0.0
1.0,0.0,0.0,55.96,0.0,0.0,1.0,0.0,7.8,7.69,1.8,1.11201,12.0,0.0
1.0,0.0,0.0,61.73,0.0,0.0,1.0,0.0,7.8,7.69,1.8,1.11201,16.0,1.0
0.0,0.0,0.0,56.35,0.0,0.0,1.0,0.0,7.8,7.69,1.8,1.11201,12.0,0.0
0.0,0.0,0.0,51.1,0.0,0.0,1.0,0.0,7.8,7.69,1.8,1.11201,13.0,1.0
1.0,0.0,0.0,39.52,0.0,0.0,1.0,0.0,7.8,7.69,1.8,1.11201,12.0,0.0
1.0,0.0,0.0,60.75,1.0,1.0,1.0,0.0,7.8,7.69,1.8,1.11201,16.0,0.0
0.0,0.0,0.0,38.19,0.0,0.0,1.0,0.0,7.8,7.69,1.8,1.11201,12.0,0.0
1.0,0.0,0.0,51.02,0.0,0.0,1.0,0.0,7.8,7.69,1.8,1.11201,16.0,0.0
0.0,0.0,0.0,53.65,0.0,0.0,1.0,0.0,7.8,7.69,1.8,1.11201,16.0,0.0
0.0,0.0,0.0,56.35,0.0,0.0,1.0,0.0,5.4,8.85,0.8,0.84988,15.0,1.0
1.0,0.0,0.0,52.95,0.0,0.0,1.0,0.0,5.4,8.85,0.8,0.84988,15.0,1.0
0.0,0.0,0.0,63.41,0.0,0.0,1.0,0.0,5.4,8.85,0.8,0.84988,13.0,0.0
0.0,0.0,0.0,66.17,1.0,1.0,1.0,0.0,5.4,8.85,0.8,0.84988,16.0,1.0
0.0,0.0,0.0,45.1,0.0,0.0,1.0,0.0,5.4,8.85,0.8,0.84988,13.0,1.0
0.0,0.0,0.0,66.95,1.0,0.0,1.0,0.0,5.4,8.85,0.8,0.84988,16.0,0.0
1.0,0.0,0.0,62.9,1.0,0.0,1.0,0.0,5.4,8.85,0.8,0.84988,18.0,1.0
0.0,0.0,0.0,52.98,1.0,1.0,1.0,0.0,7.2,8.85,0.8,0.84988,13.0,1.0
1.0,0.0,0.0,62.29,0.0,1.0,1.0,0.0,7.2,8.85,0.8,0.84988,13.0,0.0
0.0,0.0,0.0,44.31,0.0,1.0,1.0,0.0,7.2,8.85,0.8,0.84988,12.0,0.0
1.0,0.0,0.0,64.11,1.0,0.0,1.0,0.0,4.4,8.09,1.5,0.88915,16.0,0.0
0.0,0.0,0.0,58.62,0.0,0.0,1.0,0.0,4.4,8.09,1.5,0.88915,13.0,1.0
1.0,0.0,0.0,56.92,0.0,0.0,1.0,0.0,4.4,8.09,1.5,0.88915,12.0,0.0
1.0,0.0,0.0,52.67,0.0,0.0,1.0,0.0,4.4,8.09,1.5,0.88915,12.0,0.0
0.0,0.0,0.0,64.83,1.0,1.0,1.0,0.0,4.4,8.09,1.5,0.88915,15.0,1.0
0.0,0.0,0.0,49.9,0.0,0.0,1.0,0.0,4.4,8.09,1.5,0.88915,12.0,0.0
1.0,0.0,0.0,62.55,0.0,0.0,1.0,0.0,4.4,8.09,1.5,0.88915,17.0,1.0
0.0,0.0,0.0,66.49,0.0,0.0,1.0,0.0,4.4,8.09,1.5,0.88915,17.0,1.0
0.0,0.0,0.0,62.14,1.0,1.0,1.0,0.0,4.4,8.09,1.5,0.88915,17.0,1.0
0.0,0.0,0.0,49.2,0.0,0.0,1.0,1.0,6.5,8.09,0.2,0.88915,13.0,0.0
1.0,0.0,0.0,51.47,0.0,0.0,1.0,1.0,6.5,8.09,0.2,0.88915,14.0,0.0
1.0,0.0,0.0,62.15,0.0,0.0,1.0,1.0,6.5,8.09,0.2,0.88915,14.0,0.0
1.0,1.0,0.0,43.26,0.0,0.0,0.0,1.0,6.5,8.09,0.2,0.88915,12.0,0.0
1.0,0.0,0.0,54.54,0.0,1.0,0.0,1.0,6.5,8.09,0.2,0.88915,12.0,0.0
0.0,0.0,0.0,58.72,0.0,0.0,1.0,1.0,6.5,8.09,0.2,0.88915,18.0,0.0
1.0,0.0,0.0,57.88,1.0,1.0,1.0,0.0,5.1,8.85,0.1,0.84988,13.0,1.0
1.0,0.0,0.0,68.5,1.0,0.0,0.0,0.0,5.1,8.85,0.1,0.84988,15.0,0.0
0.0,0.0,0.0,52.64,0.0,1.0,1.0,0.0,5.1,8.85,0.1,0.84988,15.0,1.0
1.0,0.0,0.0,37.54,0.0,1.0,0.0,1.0,8.2,7.69,3.2,1.11201,12.0,0.0
0.0,0.0,0.0,63.59,0.0,0.0,0.0,1.0,8.2,7.69,3.2,1.11201,16.0,0.0
1.0,0.0,0.0,49.9,0.0,0.0,1.0,1.0,8.2,7.69,3.2,1.11201,12.0,0.0
0.0,0.0,0.0,67.18,1.0,1.0,1.0,1.0,8.2,7.69,3.2,1.11201,15.0,0.0
1.0,0.0,0.0,61.02,0.0,0.0,1.0,1.0,8.2,7.69,3.2,1.11201,12.0,0.0
1.0,0.0,0.0,55.89,0.0,0.0,1.0,0.0,7.2,8.85,0.6,0.84988,16.0,1.0
0.0,0.0,0.0,59.24,0.0,0.0,1.0,0.0,10.4,7.69,0.0,1.11201,15.0,0.0
0.0,0.0,0.0,62.98,1.0,0.0,1.0,0.0,10.4,7.69,0.0,1.11201,18.0,1.0
0.0,0.0,0.0,51.08,0.0,0.0,1.0,0.0,10.4,7.69,0.0,1.11201,12.0,0.0
1.0,0.0,0.0,57.12,0.0,0.0,1.0,0.0,10.4,7.69,0.0,1.11201,15.0,1.0
1.0,0.0,0.0,60.41,0.0,0.0,1.0,0.0,10.4,7.69,0.0,1.11201,17.0,0.0
1.0,0.0,0.0,44.28,0.0,0.0,1.0,0.0,10.4,7.69,0.0,1.11201,12.0,0.0
0.0,0.0,0.0,53.05,0.0,0.0,0.0,0.0,5.5,8.09,0.7,0.88915,13.0,0.0
1.0,0.0,0.0,48.8,0.0,0.0,1.0,0.0,5.5,8.09,0.7,0.88915,12.0,0.0
0.0,0.0,0.0,53.59,0.0,0.0,1.0,0.0,5.5,8.09,0.7,0.88915,15.0,0.0
0.0,0.0,0.0,39.21,0.0,0.0,1.0,0.0,5.5,8.09,0.7,0.88915,12.0,0.0
1.0,0.0,0.0,65.93,1.0,1.0,1.0,1.0,5.1,8.85,1.5,0.84988,14.0,0.0
1.0,0.0,0.0,56.08,0.0,1.0,1.0,1.0,5.1,8.85,1.5,0.84988,16.0,0.0
0.0,0.0,0.0,63.13,0.0,1.0,1.0,1.0,5.1,8.85,1.5,0.84988,17.0,1.0
1.0,0.0,0.0,58.37,0.0,0.0,1.0,1.0,5.1,8.85,1.5,0.84988,16.0,0.0
0.0,0.0,0.0,59.91,0.0,1.0,1.0,1.0,5.1,8.85,1.5,0.84988,15.0,1.0
0.0,1.0,0.0,51.4,0.0,0.0,0.0,1.0,8.0,9.64,0.3,1.15242,14.0,0.0
1.0,0.0,1.0,49.09,0.0,0.0,0.0,1.0,8.0,9.64,0.3,1.15242,17.0,0.0
0.0,0.0,0.0,57.49,0.0,0.0,1.0,0.0,6.3,9.64,2.0,1.15242,17.0,1.0
1.0,1.0,0.0,45.36,1.0,1.0,0.0,1.0,8.0,9.64,0.1,1.15242,16.0,1.0
0.0,0.0,0.0,44.69,0.0,0.0,1.0,1.0,8.0,9.64,0.1,1.15242,13.0,0.0
0.0,1.0,0.0,45.84,0.0,0.0,0.0,1.0,8.0,9.64,0.0,1.15242,12.0,0.0
0.0,1.0,0.0,55.66,0.0,0.0,1.0,1.0,8.0,9.64,0.0,1.15242,16.0,0.0
0.0,0.0,1.0,35.8,0.0,0.0,0.0,1.0,8.0,9.64,0.0,1.15242,12.0,0.0
0.0,1.0,0.0,44.24,0.0,0.0,0.0,1.0,8.0,9.64,0.0,1.15242,14.0,1.0
0.0,1.0,0.0,51.33,1.0,1.0,1.0,1.0,8.0,9.64,0.0,1.15242,13.0,1.0
0.0,1.0,0.0,56.46,0.0,1.0,0.0,1.0,8.0,9.64,0.4,1.15242,15.0,1.0
0.0,0.0,0.0,48.03,0.0,0.0,1.0,1.0,8.0,9.64,0.4,1.15242,12.0,0.0
0.0,0.0,0.0,63.77,0.0,0.0,0.0,1.0,8.0,9.64,0.0,1.15242,17.0,0.0
1.0,0.0,0.0,69.9,0.0,0.0,1.0,1.0,8.0,9.64,0.0,1.15242,17.0,0.0
1.0,0.0,0.0,66.89,0.0,0.0,0.0,1.0,8.0,9.64,0.0,1.15242,16.0,0.0
1.0,0.0,0.0,68.44,1.0,0.0,0.0,1.0,8.0,9.64,0.0,1.15242,17.0,0.0
0.0,1.0,0.0,54.85,0.0,0.0,1.0,1.0,8.0,9.64,0.0,1.15242,13.0,0.0
0.0,0.0,0.0,62.36,1.0,1.0,0.0,1.0,8.0,9.64,1.5,1.15242,16.0,1.0
1.0,0.0,0.0,44.04,0.0,0.0,0.0,1.0,8.0,9.64,1.5,1.15242,12.0,0.0
0.0,0.0,1.0,56.93,0.0,0.0,1.0,1.0,8.0,9.64,1.5,1.15242,16.0,0.0
0.0,1.0,0.0,43.54,0.0,0.0,1.0,1.0,8.0,9.64,1.5,1.15242,13.0,0.0
1.0,0.0,0.0,58.87,0.0,0.0,1.0,0.0,6.0,9.64,1.5,1.15242,12.0,0.0
1.0,0.0,0.0,54.17,1.0,0.0,1.0,0.0,6.0,9.64,1.5,1.15242,16.0,1.0
1.0,0.0,0.0,58.73,1.0,0.0,1.0,0.0,6.0,9.64,1.5,1.15242,16.0,0.0
1.0,0.0,0.0,58.84,0.0,1.0,1.0,0.0,6.0,9.64,1.5,1.15242,16.0,0.0
1.0,0.0,0.0,65.79,0.0,0.0,1.0,1.0,8.0,9.64,0.5,1.15242,17.0,0.0
1.0,0.0,1.0,42.03,0.0,1.0,1.0,1.0,8.0,9.64,0.5,1.15242,14.0,0.0
0.0,0.0,0.0,60.43,0.0,0.0,1.0,1.0,8.0,9.64,0.5,1.15242,16.0,0.0
1.0,0.0,1.0,49.57,0.0,0.0,0.0,1.0,8.0,9.64,0.5,1.15242,15.0,0.0
1.0,0.0,0.0,51.96,0.0,0.0,1.0,0.0,9.5,9.64,0.8,1.15242,15.0,0.0
0.0,0.0,0.0,63.57,0.0,0.0,1.0,0.0,9.5,9.64,0.8,1.15242,16.0,0.0
1.0,0.0,0.0,51.69,0.0,0.0,1.0,0.0,9.5,9.64,0.8,1.15242,15.0,1.0
1.0,0.0,0.0,57.87,0.0,0.0,1.0,0.0,9.5,9.64,0.8,1.15242,15.0,1.0
1.0,0.0,0.0,49.81,0.0,0.0,1.0,0.0,9.5,9.64,0.8,1.15242,14.0,1.0
1.0,0.0,0.0,52.49,0.0,0.0,1.0,0.0,9.5,9.64,0.8,1.15242,14.0,0.0
0.0,0.0,0.0,43.22,0.0,0.0,1.0,0.0,9.5,9.64,0.8,1.15242,12.0,1.0
0.0,1.0,0.0,58.53,1.0,0.0,1.0,1.0,8.0,9.64,0.3,1.15242,14.0,0.0
1.0,0.0,1.0,43.63,0.0,0.0,0.0,1.0,8.0,9.64,0.3,1.15242,12.0,0.0
1.0,1.0,0.0,54.79,0.0,0.0,1.0,1.0,8.0,9.64,0.3,1.15242,13.0,1.0
0.0,1.0,0.0,37.61,0.0,1.0,1.0,0.0,5.3,9.64,0.3,1.15242,13.0,1.0
1.0,0.0,0.0,62.25,1.0,0.0,1.0,0.0,5.3,9.64,0.3,1.15242,16.0,1.0
1.0,0.0,0.0,43.8,1.0,0.0,1.0,0.0,5.3,9.64,0.3,1.15242,12.0,1.0
0.0,0.0,0.0,51.96,0.0,0.0,1.0,0.0,5.3,9.64,0.3,1.15242,15.0,0.0
1.0,0.0,0.0,49.21,0.0,0.0,1.0,0.0,5.3,9.64,0.3,1.15242,15.0,0.0
1.0,0.0,0.0,52.34,0.0,0.0,1.0,0.0,9.8,9.64,4.5,1.15242,12.0,0.0
1.0,0.0,0.0,62.94,0.0,1.0,1.0,0.0,9.8,9.64,4.5,1.15242,16.0,1.0
0.0,0.0,0.0,55.83,0.0,0.0,1.0,0.0,9.8,9.64,4.5,1.15242,12.0,0.0
0.0,0.0,0.0,62.12,0.0,0.0,1.0,0.0,9.8,9.64,4.5,1.15242,18.0,0.0
1.0,0.0,0.0,55.54,0.0,0.0,1.0,0.0,9.8,9.64,4.5,1.15242,12.0,1.0
1.0,0.0,0.0,65.12,0.0,0.0,1.0,0.0,9.8,9.64,4.5,1.15242,15.0,0.0
0.0,0.0,0.0,57.85,0.0,0.0,1.0,0.0,9.8,9.64,4.5,1.15242,15.0,0.0
